Індекс;Назва вулиці;Номер будинку
79070;Бережанська вул.;4
79070;Бережанська вул.;5
79070;Бережанська вул.;6
79070;Бережанська вул.;7
79070;Бережанська вул.;8
79070;Бережанська вул.;9
79037;Берестяна вул.;7
79037;Берестяна вул.;8
79037;Берестяна вул.;9
79037;Берестяна вул.;10
79037;Берестяна вул.;11
79037;Берестяна вул.;12
79037;Берестяна вул.;13
79037;Берестяна вул.;14
79037;Берестяна вул.;15
79037;Берестяна вул.;16
79067;Бескидська вул.;1
79067;Бескидська вул.;3
79067;Бескидська вул.;5
79067;Бескидська вул.;7
79067;Бескидська вул.;9
79067;Бескидська вул.;11
79067;Бескидська вул.;13
79067;Бескидська вул.;15
79067;Бескидська вул.;17
79067;Бескидська вул.;19
79067;Бескидська вул.;21
79067;Бескидська вул.;23
79067;Бескидська вул.;25
79067;Бескидська вул.;27
79067;Бескидська вул.;29
79067;Бескидська вул.;31
79019;Бетховена вул.;15
79069;Біберовича вул.;1
79069;Біберовича вул.;2
79069;Біберовича вул.;3
79069;Біберовича вул.;4
79069;Біберовича вул.;5
79069;Біберовича вул.;6
79069;Біберовича вул.;19
79069;Біберовича вул.;13
79069;Біберовича вул.;15
79069;Біберовича вул.; 13а
79069;Біберовича вул.;17
79069;Біберовича вул.;11
79000;Бібліотечна вул.;1
79000;Бібліотечна вул.;2
79000;Бібліотечна вул.;3
79000;Бібліотечна вул.;4
79000;Бібліотечна вул.;5
79000;Бібліотечна вул.;6
79000;Бібліотечна вул.;7
79000;Бібліотечна вул.;8
79000;Бібліотечна вул.;9
79000;Бібліотечна вул.;10
79067;Бігова вул.;5
79067;Бігова вул.;7
79067;Бігова вул.;9
79067;Бігова вул.;11
79067;Бігова вул.;13
79067;Бігова вул.;15
79067;Бігова вул.;17
79067;Бігова вул.;18
79007;Біласа вул.;1
79007;Біласа вул.;2
79007;Біласа вул.;3
79007;Біласа вул.;4
79007;Біласа вул.;5
79007;Біласа вул.;6
79007;Біласа вул.;7
79007;Біласа вул.;8
79007;Біласа вул.;9
79007;Біласа вул.;10
79007;Біласа вул.;11
79007;Біласа вул.;12
79007;Біласа вул.;13
79007;Біласа вул.;14
79007;Біласа вул.;15
79007;Біласа вул.;16
79007;Біласа вул.;17
79007;Біласа вул.;18
79007;Біласа вул.;19
79007;Біласа вул.;20
79007;Біласа вул.;21
79007;Біласа вул.;22
79007;Біласа вул.;23
79007;Біласа вул.;24
79007;Біласа вул.;25
79007;Біласа вул.;26
79053;Білинського вул.;1
79053;Білинського вул.;2
79053;Білинського вул.;3
79053;Білинського вул.;4
79053;Білинського вул.;5
79053;Білинського вул.;6
79053;Білинського вул.;7
79053;Білинського вул.;8
79053;Білинського вул.;9
79053;Білинського вул.;10
79053;Білинського вул.;11
79053;Білинського вул.;12
79053;Білинського вул.;13
79053;Білинського вул.;14
79053;Білинського вул.;15
79053;Білинського вул.;16
79053;Білинського вул.;17
79053;Білинського вул.;18
79053;Білинського вул.;19
79052;Білогорща вул.;1
79052;Білогорща вул.;2
79052;Білогорща вул.;3
79052;Білогорща вул.;4
79052;Білогорща вул.;5
79052;Білогорща вул.;6
79052;Білогорща вул.;7
79052;Білогорща вул.;8
79052;Білогорща вул.;9
79052;Білогорща вул.;10
79052;Білогорща вул.;11
79052;Білогорща вул.;12
79052;Білогорща вул.;13
79052;Білогорща вул.;14
79052;Білогорща вул.;15
79052;Білогорща вул.;16
79052;Білогорща вул.;17
79052;Білогорща вул.;18
79052;Білогорща вул.;19
79020;Білоруська вул.;3
79020;Білоруська вул.;5
79020;Білоруська вул.;7
79020;Білоруська вул.;4
79020;Білоруська вул.;9
79020;Білоруська вул.;6
79020;Білоруська вул.;8
79020;Білоруська вул.;11
79020;Білоруська вул.; 11а
79020;Білоруська вул.;10
79020;Білоруська вул.;12
79020;Білоруська вул.;14
79035;Білоцерківська вул.;1а
79035;Білоцерківська вул.; 2а
79035;Білоцерківська вул.;1
79035;Білоцерківська вул.;2
79035;Білоцерківська вул.;3
79035;Білоцерківська вул.;4
79035;Білоцерківська вул.;5
79035;Білоцерківська вул.;6
79035;Білоцерківська вул.;7
79035;Білоцерківська вул.;8
79035;Білоцерківська вул.;9
79035;Білоцерківська вул.;10
79035;Білоцерківська вул.;1
79035;Білоцерківська вул.;2
79035;Білоцерківська вул.;4
79019;Біляшівського вул.;1
79052;Блажкевича вул.;2
79052;Блажкевича вул.;4
79052;Блажкевича вул.;6
79052;Блажкевича вул.;8
79052;Блажкевича вул.;10
79052;Блажкевича вул.;12
79052;Блажкевича вул.; 10а
79052;Блажкевича вул.;12
79052;Блажкевича вул.;14
79015;Боберського вул.;21
79015;Боберського вул.;2
79015;Боберського вул.;4
79015;Боберського вул.;6
79015;Боберського вул.;8
79015;Боберського вул.;10
79015;Боберського вул.;14
79015;Боберського вул.;16
79015;Боберського вул.;18
79015;Боберського вул.; 5а
79015;Боберського вул.;15
79024;Бовинського вул.;1
79024;Бовинського вул.;2
79024;Бовинського вул.;3
79024;Бовинського вул.;4
79024;Бовинського вул.;5
79024;Бовинського вул.;6
79024;Бовинського вул.;7
79024;Бовинського вул.;8
79024;Бовинського вул.;9
79024;Бовинського вул.;10
79024;Бовинського вул.;11
79024;Бовинського вул.;12
79024;Бовинського вул.;13
79024;Бовинського вул.;14
79024;Бовинського вул.;15
79024;Бовинського вул.;16
79024;Бовинського вул.;17
79024;Бовинського вул.;18
79024;Бовинського вул.;19
79024;Бовинського вул.;20
79024;Бовинського вул.;21
79024;Бовинського вул.;22
79024;Бовинського вул.;23
79067;Богданівська вул.;2
79067;Богданівська вул.;4
